ID,Longitud (m),Tiempo (s),g_calculado (m/s²),Planeta más probable,2do más probable,3ro más probable
042ba897-d3c3-4351-b736-8d4a2bb8c29a,1.66,0.41,19.75,Júpiter,Neptuno,Tierra
1f8c87f5-5565-4e10-a3f4-977483466772,2.16,0.51,16.61,Neptuno,Tierra,Saturno
3aafe776-7e8c-4089-a7f1-e21d9029daa1,1.27,0.53,9.04,Saturno,Urano,Tierra
c6ce278a-432d-48c6-9655-61de72725340,2.11,0.67,9.4,Tierra,Saturno,Urano
aa152035-b55c-4821-9336-e818c596f1e5,2.26,0.56,14.41,Neptuno,Tierra,Saturno
886cb064-f90d-477f-b694-b0a2f58ba171,0.92,0.61,4.94,Marte,Urano,Saturno
2bb7dbb2-d694-4683-939a-28bbd94a070c,1.83,0.67,8.15,Urano,Saturno,Tierra
b183e3cf-ef6f-4c5a-90a1-34176a9ba353,1.08,0.56,6.89,Urano,Saturno,Tierra
4cfc8acc-0747-4df1-ae9c-88165857ffb9,1.82,0.62,9.47,Tierra,Saturno,Urano
dd2e2f0d-d268-4858-80b2-f8a571519fa1,1.0,0.59,5.75,Marte,Urano,Saturno
777c40a5-2cfe-4dc1-b1fe-56905da972b9,1.88,0.51,14.46,Neptuno,Tierra,Saturno
cef55743-380b-4860-9f58-a8e6f6f735cf,1.38,0.55,9.12,Saturno,Urano,Tierra
b33e33d1-27a4-4b1f-8a5d-8548ec69452e,1.01,0.56,6.44,Urano,Saturno,Marte
3a135743-85f1-45b0-9f9d-98b803fe00de,1.75,0.65,8.28,Urano,Saturno,Tierra
bbc17986-2676-4302-aaf6-26ef5c435cc2,1.91,0.56,12.18,Neptuno,Tierra,Saturno
b659eaf6-6267-4573-b34b-30ce69988afc,1.34,0.42,15.19,Neptuno,Tierra,Saturno
d749a412-93e8-407b-9758-bbe30c0d753e,0.88,0.62,4.58,Marte,Urano,Saturno
7c69d60a-8015-4236-a3ac-8d11ec055ab4,1.48,0.58,8.8,Urano,Saturno,Tierra
ecc86238-0aee-433b-92de-3d989a4b31ec,2.45,0.52,18.12,Júpiter,Neptuno,Tierra
aadb7e14-8f74-4e0b-ac95-8d1f15dcf6a9,0.95,0.59,5.46,Marte,Urano,Saturno
38111a3b-582b-45cc-a222-389d3d8b19bd,1.64,0.49,13.66,Neptuno,Tierra,Saturno
9ee7ca00-666a-4b31-b425-63e59faeafd9,1.71,0.54,11.73,Neptuno,Tierra,Saturno
ced530e1-a87b-4233-9bab-22cea6725159,1.86,0.7,7.59,Urano,Saturno,Tierra
a9a8761b-0c76-48f8-bdd0-df4bf7e61499,2.0,0.67,8.91,Saturno,Urano,Tierra
82a4be49-dcd5-4979-b221-cd2fdfb51030,1.74,0.69,7.31,Urano,Saturno,Tierra
1bec7395-0a69-4fb9-8faa-00fbcf6f0657,1.12,0.6,6.22,Urano,Marte,Saturno
005e52fb-bc2a-49f6-9c42-b844c3831643,1.58,0.45,15.6,Neptuno,Tierra,Saturno
19a4f30b-8a98-4df3-9833-68f380da9280,1.41,0.46,13.33,Neptuno,Tierra,Saturno
68e7cd7f-7405-446e-a276-54043cbbc876,0.87,0.61,4.68,Marte,Urano,Saturno
cd71cd83-5b78-4e10-9103-d25d375b0954,2.06,0.49,17.16,Neptuno,Tierra,Júpiter
212d3e32-bf01-4c64-8bb1-f3916b663814,1.11,0.5,8.88,Saturno,Urano,Tierra
71f40f0c-bea9-41f0-93a4-50a8529d07ce,2.17,0.48,18.84,Júpiter,Neptuno,Tierra
9fa284c0-3c0d-4d46-b598-2ec123f7d8d5,2.21,0.45,21.83,Júpiter,Neptuno,Tierra
418c56ed-ecb1-4eeb-a338-4178e788c0b8,1.42,0.59,8.16,Urano,Saturno,Tierra
94391632-838f-4e42-86f8-a5d9f22a2ee1,1.63,0.63,8.21,Urano,Saturno,Tierra
38255ca8-6dbe-4528-bd8a-59d606dcd9da,2.1,0.68,9.08,Saturno,Urano,Tierra
df7a5dbd-cf70-456a-974f-5dc5097405fc,1.83,0.44,18.9,Júpiter,Neptuno,Tierra
9527b17f-dc51-4a31-80b1-6eb751669d73,1.17,0.53,8.33,Urano,Saturno,Tierra
d6be6702-2d39-4904-86e5-43dc43ce3b8b,2.35,0.49,19.58,Júpiter,Neptuno,Tierra
104c77eb-51a8-44d6-b213-2f6ca09e36f3,2.37,0.41,28.2,Júpiter,Neptuno,Tierra
14c2ba57-e848-424a-b451-fb51474c2a7d,1.3,0.53,9.26,Saturno,Tierra,Urano
29680831-2df9-4706-a1cf-092bf951384d,2.3,0.67,10.25,Tierra,Neptuno,Saturno
f590d86c-1408-4b49-bfea-59ceb561e2e4,0.9,0.56,5.74,Marte,Urano,Saturno
ba9aaf9c-43c8-4997-820b-d8a446e5c963,0.89,0.67,3.97,Marte,Urano,Saturno
3a5be3c1-3ba2-494f-bb7b-eab22803d7b4,1.62,0.64,7.91,Urano,Saturno,Tierra
74845cd1-bb54-4a37-9b20-f34ba64f00b7,2.5,0.59,14.36,Neptuno,Tierra,Saturno
490c59e3-0749-4e84-a57d-ee8d11790126,1.88,0.44,19.42,Júpiter,Neptuno,Tierra
e086e4d2-a419-4581-a655-8b4b3e1e54d9,1.57,0.62,8.17,Urano,Saturno,Tierra
ac9c1f8c-7f11-4240-b81d-590eeb546783,2.22,0.59,12.75,Neptuno,Tierra,Saturno
af323361-0093-4a1b-a657-689cc722d97c,1.26,0.65,5.96,Marte,Urano,Saturno
442c1bc1-ca3d-4004-bb2d-9d9ed35aba14,0.92,0.47,8.33,Urano,Saturno,Tierra
6a284b67-bdba-497b-91e9-5fd45f5f76bd,1.87,0.44,19.32,Júpiter,Neptuno,Tierra
8fd262af-82df-452e-b975-465bef898e6d,1.07,0.63,5.39,Marte,Urano,Saturno
d60bd807-450b-402e-a6f5-a15d0042b1eb,1.7,0.67,7.57,Urano,Saturno,Tierra
19b48dcb-fdc7-4dc1-ac24-05cae0b59d9d,1.82,0.44,18.8,Júpiter,Neptuno,Tierra
350f3195-76e4-4fa7-b076-379cfe2b4aba,1.76,0.49,14.66,Neptuno,Tierra,Saturno
73a8aebd-5fd5-4836-b1de-c753bd581efc,2.31,0.59,13.27,Neptuno,Tierra,Saturno
5af02247-ae5b-4f34-b025-0bc5ae47b8e5,1.4,0.68,6.06,Marte,Urano,Saturno
66eabd70-ba10-494d-a739-6ca9338cb71f,1.15,0.62,5.98,Marte,Urano,Saturno
7e4de412-5bfb-4274-8f2d-efca62a6a111,1.95,0.64,9.52,Tierra,Saturno,Urano
1dc73ac7-9770-4694-90e7-ccd5b2140487,1.1,0.66,5.05,Marte,Urano,Saturno
904df4fe-be75-4713-b048-443c39e34f8e,1.36,0.66,6.24,Urano,Marte,Saturno
377658b4-1330-4edc-9ea9-2e55b16f306b,1.54,0.61,8.28,Urano,Saturno,Tierra
f187c151-488c-4b0e-ad72-993e6c8337dd,1.12,0.42,12.7,Neptuno,Tierra,Saturno
bebd1641-ce86-4b8f-b12e-f0772ba47a81,1.21,0.67,5.39,Marte,Urano,Saturno
323aa0f0-3ef2-4340-993c-b2e6a4c17513,1.98,0.59,11.38,Neptuno,Tierra,Saturno
03b9f18c-d077-4cb6-b987-b4f518598705,2.14,0.69,8.99,Saturno,Urano,Tierra
733ecd34-4379-4f57-ac01-f446ba6a9c7d,1.7,0.67,7.57,Urano,Saturno,Tierra
8a1ae6b5-04f6-4b98-a7bd-e1aed69c5769,1.95,0.44,20.14,Júpiter,Neptuno,Tierra
34de728c-dc9b-4795-8e1d-02635a4051c6,2.0,0.5,16.0,Neptuno,Tierra,Saturno
461ea6b4-46c9-46a7-bbd8-91ed804e3422,1.03,0.65,4.88,Marte,Urano,Saturno
b8de2e61-a511-4669-a018-525bc3eef1ce,2.03,0.42,23.02,Júpiter,Neptuno,Tierra
473421ae-4dba-457f-b94d-be8321cf3f17,1.81,0.45,17.88,Neptuno,Júpiter,Tierra
31ca371a-1ee9-459b-b2a5-05a877fa7bf6,1.42,0.46,13.42,Neptuno,Tierra,Saturno
eae18505-46b1-4836-96ec-ed6a4958d31d,1.36,0.69,5.71,Marte,Urano,Saturno
d92681e4-3151-4cca-96c6-df9250278471,1.17,0.55,7.74,Urano,Saturno,Tierra
089742fb-deb2-40c0-aaa3-0194ea5931e8,1.65,0.7,6.73,Urano,Saturno,Marte
481fbe58-3eae-4ab7-b1b6-dfb87b667365,2.07,0.52,15.31,Neptuno,Tierra,Saturno
3322f865-18e2-4bed-93fb-8537ae30edb8,0.93,0.4,11.62,Neptuno,Tierra,Saturno
f11bbcde-8c45-4869-8dfc-bca7b2bb2a89,2.24,0.65,10.6,Neptuno,Tierra,Saturno
de83e5ac-d5a8-4b6f-a023-bf014ed3dc17,2.05,0.49,17.08,Neptuno,Tierra,Júpiter
9dc5d667-89c8-412e-9a88-9c26ecc413c3,2.44,0.65,11.55,Neptuno,Tierra,Saturno
afaceb43-ad36-40e7-8ea3-7bf37c98c748,1.23,0.48,10.68,Neptuno,Tierra,Saturno
694ff970-df44-42ab-b5ca-9841b1c28e9e,2.08,0.6,11.56,Neptuno,Tierra,Saturno
d491fa5d-d579-4bfd-b5b3-b8a71d3e4eec,2.13,0.58,12.66,Neptuno,Tierra,Saturno
55b8d736-b1d5-437c-b63a-95e7f41323a9,2.34,0.41,27.84,Júpiter,Neptuno,Tierra
145e8508-5da0-47f9-9920-477cdd87106d,1.96,0.46,18.53,Júpiter,Neptuno,Tierra
5aa26e0f-a562-46ce-b5e2-2d9485fceda3,1.02,0.47,9.23,Saturno,Urano,Tierra
15e2ed84-4efc-4c50-9f95-ae518e9e5dd6,1.7,0.43,18.39,Júpiter,Neptuno,Tierra
f0c00a48-2097-4a86-81c3-2629379794a3,1.93,0.57,11.88,Neptuno,Tierra,Saturno
ea8c4f58-bf5a-4cc3-98b7-a523555d0448,2.08,0.46,19.66,Júpiter,Neptuno,Tierra
8303bb26-2b1d-4c89-a597-c4781b9cfb97,0.9,0.47,8.15,Urano,Saturno,Tierra
2d686afd-f4d1-48e1-829c-ba811b764eee,2.06,0.55,13.62,Neptuno,Tierra,Saturno
87689eee-ce74-4cf0-9ec9-49d58f3fe258,1.59,0.66,7.3,Urano,Saturno,Tierra
52f4d0e8-64bf-4fb6-95af-0f7e2d66be36,2.41,0.43,26.07,Júpiter,Neptuno,Tierra
70bd500b-6727-4f28-960f-c64bd1ebcb00,1.6,0.53,11.39,Neptuno,Tierra,Saturno
0796da6d-ebf6-4c8b-928b-11408a00801b,2.09,0.63,10.53,Neptuno,Tierra,Saturno
a97a6373-b83b-4a80-b4ca-ad53abbbb023,2.45,0.61,13.17,Neptuno,Tierra,Saturno
5682c025-c332-4818-b3ea-6bb6082efbb0,1.15,0.43,12.44,Neptuno,Tierra,Saturno
87290271-286a-4fec-a062-f26bcaa3fb2a,1.17,0.64,5.71,Marte,Urano,Saturno
c3c196e4-d046-4f22-9a5b-20ec940cf1c3,2.22,0.41,26.41,Júpiter,Neptuno,Tierra
aaba4541-2140-4832-988f-9c2f6ec8f6d8,1.41,0.55,9.32,Saturno,Tierra,Urano
8e34674c-caa9-4850-bec5-b20fbdac7950,1.21,0.53,8.62,Urano,Saturno,Tierra
aead5ea1-1025-4e04-92d5-94c604e1e8ac,0.99,0.58,5.89,Marte,Urano,Saturno
2ff20099-f9db-431f-841f-0da6c340baef,2.15,0.69,9.03,Saturno,Urano,Tierra
5fa2b413-2db7-4023-afa7-0328ba851381,2.02,0.66,9.27,Saturno,Tierra,Urano
dc6122dd-d052-40c7-9c48-409bcb4f2b93,1.94,0.6,10.78,Neptuno,Tierra,Saturno
4e7be7df-4e92-4549-b3e8-db3693b8f92f,1.11,0.66,5.1,Marte,Urano,Saturno
c267c8ae-92e7-4b6b-a6c9-56090abea474,1.7,0.58,10.11,Tierra,Neptuno,Saturno
f35dec64-c7a7-419d-a6de-4d4bc1f4e8ad,1.45,0.62,7.54,Urano,Saturno,Tierra
03888476-37e1-42ff-ab3f-0e91c8465054,2.28,0.49,18.99,Júpiter,Neptuno,Tierra
3804bf3f-b5b7-446f-b556-a6dbe90f68c7,0.92,0.45,9.09,Saturno,Urano,Tierra
dc8245b4-1ced-47f2-a26d-00b59977c9f2,1.1,0.55,7.27,Urano,Saturno,Tierra
3df85e42-c60b-4dfe-aed8-eeb6dcec28cb,2.5,0.51,19.22,Júpiter,Neptuno,Tierra
279cf88f-3139-41a8-b864-d9b4a0769a6a,2.44,0.68,10.55,Neptuno,Tierra,Saturno
31d0c724-0bcb-45ac-a1d1-cbe2b0ef608f,0.97,0.66,4.45,Marte,Urano,Saturno
d7e1b123-87ed-491e-8227-54f2307e5a42,1.2,0.69,5.04,Marte,Urano,Saturno
bc48799c-f7ac-46aa-b287-f5796e0ed01f,2.39,0.42,27.1,Júpiter,Neptuno,Tierra
f64d2075-228c-4e8a-8346-d0b5674f426f,0.95,0.51,7.3,Urano,Saturno,Tierra
f351fe2c-39b9-4ebc-9b1d-e94100e0431a,1.43,0.54,9.81,Tierra,Saturno,Urano
3d76be4c-3db5-4f47-a75a-10b0cfb27c61,2.17,0.43,23.47,Júpiter,Neptuno,Tierra
9865fa42-11b2-4eb4-a909-86d4df7e2590,0.83,0.58,4.93,Marte,Urano,Saturno
91e9e37b-4455-482f-ad51-940e2a8818f6,2.21,0.5,17.68,Neptuno,Júpiter,Tierra
eb6d62a0-b845-422f-9a93-58df33f4feb1,1.74,0.57,10.71,Neptuno,Tierra,Saturno
8a5753bf-fed8-42e4-9ef6-1df2bacfd434,1.07,0.65,5.07,Marte,Urano,Saturno
f46fd92b-d6ad-4d70-8acf-8f01e9c49752,2.11,0.52,15.61,Neptuno,Tierra,Saturno
f2d75186-84be-4274-a555-af4d34855083,1.06,0.45,10.47,Neptuno,Tierra,Saturno
ba023843-3b94-42d4-b52a-5681f1dae6ad,1.89,0.57,11.63,Neptuno,Tierra,Saturno
3a4424d2-0054-4300-84df-68ba21f550e7,1.66,0.41,19.75,Júpiter,Neptuno,Tierra
04c37f02-4a90-43d5-913e-b0203dd12c36,1.52,0.44,15.7,Neptuno,Tierra,Saturno
2c9015ad-ef7e-4558-9db2-afc9e0e79302,1.13,0.63,5.69,Marte,Urano,Saturno
29d45db6-7f0c-4e1a-ab98-e372604c2c72,1.88,0.61,10.1,Tierra,Neptuno,Saturno
f6088377-aa2a-4fe8-80d4-74987457a80f,1.12,0.55,7.4,Urano,Saturno,Tierra
2178563b-e37c-4673-8235-596378adb9d3,1.1,0.47,9.96,Tierra,Saturno,Neptuno
094de629-1a0c-4956-ae13-267aa2486c8f,2.44,0.57,15.02,Neptuno,Tierra,Saturno
b2b84b7f-b476-4b96-b767-f8bcc5e11ee1,1.66,0.53,11.82,Neptuno,Tierra,Saturno
244dccf2-72f4-413f-b839-c0aa0b9f5ae8,1.66,0.51,12.76,Neptuno,Tierra,Saturno
27000e03-2063-4394-9132-a051e0ef966a,2.21,0.65,10.46,Neptuno,Tierra,Saturno
328c65d7-09bb-481b-80ef-7eddf1a999ad,1.32,0.63,6.65,Urano,Saturno,Marte
f4d67d86-c811-4d00-b765-e46c8f24d14e,2.41,0.63,12.14,Neptuno,Tierra,Saturno
3a2b266d-6902-4172-b5b6-35e5e8343fe3,0.81,0.57,4.99,Marte,Urano,Saturno
eaa79404-a987-4ff7-86f4-9e0060d2bd4a,0.82,0.66,3.76,Marte,Urano,Saturno
280d978e-0c01-4fc1-befa-91e3eb23c914,2.21,0.7,9.02,Saturno,Urano,Tierra
8ffe5280-6c9f-422b-ab09-39524403717e,0.96,0.46,9.07,Saturno,Urano,Tierra
d2ec7b0a-6431-4bda-a289-95f8a36c8f01,2.02,0.7,8.24,Urano,Saturno,Tierra
165f53ac-bb08-4e21-83ce-15538140d828,0.92,0.63,4.64,Marte,Urano,Saturno
5dde91be-0a7e-4bd5-acbb-116866532897,1.18,0.5,9.44,Tierra,Saturno,Urano
f4bcf921-2b93-4636-8c08-5edd0c869ed3,2.25,0.48,19.53,Júpiter,Neptuno,Tierra
b6ecda4a-4d29-43cb-9efc-ad3a22b16548,1.28,0.53,9.11,Saturno,Urano,Tierra
00cf6b30-7032-4f3b-b492-1a3ed2d72d3e,1.22,0.63,6.15,Marte,Urano,Saturno
d7028303-9ce7-4cae-9260-75ab2d9e5b4a,2.33,0.57,14.34,Neptuno,Tierra,Saturno
47e89455-6ce9-41d2-87bf-310132609ec0,1.88,0.48,16.32,Neptuno,Tierra,Saturno
8e4f25aa-fdfc-4ac0-9ed7-e50f2625bda0,2.0,0.67,8.91,Saturno,Urano,Tierra
aaace15e-3d17-49d0-a84b-ee43c7604e29,1.72,0.44,17.77,Neptuno,Júpiter,Tierra
d4c729fa-6e43-438b-86ea-e9efe430b4e9,2.48,0.52,18.34,Júpiter,Neptuno,Tierra
7ad77b44-2632-4a32-aec6-b073585494d5,1.3,0.6,7.22,Urano,Saturno,Tierra
98c04ca8-4324-47b5-8fa4-50c6c03083fc,1.61,0.53,11.46,Neptuno,Tierra,Saturno
5219db30-896a-41c5-ab49-d94c0aa32356,1.69,0.69,7.1,Urano,Saturno,Tierra
00a5d1b5-e8e5-4131-91eb-2e44d26d0b27,0.89,0.4,11.12,Neptuno,Tierra,Saturno
193d7ad2-79c7-4dec-a42c-d6b7f9a72132,1.95,0.47,17.66,Neptuno,Júpiter,Tierra
fe7b5f68-2f91-47b6-8579-7921c9461c41,2.47,0.5,19.76,Júpiter,Neptuno,Tierra
1f72a29a-b3b9-4374-8edd-fa09df260c2b,0.83,0.56,5.29,Marte,Urano,Saturno
f11271f7-0803-49dd-b3ac-67b680fd2390,2.41,0.56,15.37,Neptuno,Tierra,Saturno
3a879bff-98ec-48a0-aeca-c9a883da3fe9,1.47,0.56,9.37,Saturno,Tierra,Urano
2084e709-004b-446a-93bb-5c13f1a2ee3c,1.01,0.67,4.5,Marte,Urano,Saturno
0f5c3d2e-5eac-4776-940e-71791695e353,1.52,0.49,12.66,Neptuno,Tierra,Saturno
effbc102-a5b5-4be3-8715-6f4e0fd26bbf,2.35,0.69,9.87,Tierra,Saturno,Neptuno
d62cd515-b09f-474c-a924-26ff1fb5082b,0.88,0.66,4.04,Marte,Urano,Saturno
c910f5bb-bccb-414a-95b7-b5dd22a2e040,0.97,0.51,7.46,Urano,Saturno,Tierra
b7bc363f-d0e7-4ec7-9704-d66e06d483f4,1.07,0.59,6.15,Marte,Urano,Saturno
397905ad-70da-4e78-9af7-ea4ea56dcef2,1.92,0.46,18.15,Júpiter,Neptuno,Tierra
54731abf-aa1f-4516-9b67-f8037f464372,1.62,0.45,16.0,Neptuno,Tierra,Saturno
ab418117-f66c-4e2b-b4a0-153f67d57570,1.37,0.56,8.74,Urano,Saturno,Tierra
a079e0f4-c8e3-466b-a214-30f03d328803,2.45,0.41,29.15,Júpiter,Neptuno,Tierra
9fec7028-ea7e-4014-837b-c35ff2ac456d,2.22,0.49,18.49,Júpiter,Neptuno,Tierra
85c0fcfd-75c0-4247-a7ee-41f0b7603a21,2.16,0.66,9.92,Tierra,Saturno,Neptuno
3c1cdd5a-569b-45c8-95e2-5080560e1a06,1.47,0.59,8.45,Urano,Saturno,Tierra
1ffc3892-cb93-4969-a9c7-1687ba639988,1.1,0.51,8.46,Urano,Saturno,Tierra
23f9561a-3a9d-431f-a9a3-80af205d0f93,1.43,0.45,14.12,Neptuno,Tierra,Saturno
ea0b0e60-5c33-4275-befd-b237fcd4f5b0,1.68,0.59,9.65,Tierra,Saturno,Urano
f1c93d33-f62d-4280-9534-0755c3daff9e,1.27,0.42,14.4,Neptuno,Tierra,Saturno
12e5320b-9b67-418d-b029-0a40c7208b06,2.12,0.65,10.04,Tierra,Neptuno,Saturno
7c3d3676-eee9-4ffc-b5aa-6e863541ba48,1.62,0.51,12.46,Neptuno,Tierra,Saturno
d63358fb-0b7d-4ddd-b6f5-940c5324dd27,2.16,0.5,17.28,Neptuno,Tierra,Júpiter
fca0c573-9b17-4f6c-a4ed-307ddba75f2e,2.06,0.65,9.75,Tierra,Saturno,Urano
3254fab8-48ab-42c6-8b1c-a97ccd6c79d1,2.37,0.63,11.94,Neptuno,Tierra,Saturno
9d26a8cf-6ede-47b0-87ae-35019954c28d,0.89,0.53,6.34,Urano,Marte,Saturno
cf9832da-6f76-40ac-80f3-405f5bff4973,1.54,0.65,7.29,Urano,Saturno,Tierra
0b7a4aa0-4da5-4d3e-968c-3951af3d8248,1.52,0.55,10.05,Tierra,Neptuno,Saturno
f0ff7f7b-6a38-43f5-be0b-91c3fa2f237d,1.83,0.67,8.15,Urano,Saturno,Tierra
549ad104-8261-4a63-9096-50d055300751,1.75,0.55,11.57,Neptuno,Tierra,Saturno
98ec977b-506f-4171-a400-f8368eecfd56,0.94,0.48,8.16,Urano,Saturno,Tierra
94ce7129-6658-46ff-8b8b-0ab23217706b,2.14,0.47,19.38,Júpiter,Neptuno,Tierra
b686ca4c-a93b-4834-9350-4bcdcc88ab42,1.31,0.42,14.85,Neptuno,Tierra,Saturno
7b518179-cee6-446c-b997-344c334128bf,1.99,0.66,9.14,Saturno,Urano,Tierra
3d6e5cc2-0a8e-4e2b-8ce5-515bb6c167eb,1.67,0.54,11.45,Neptuno,Tierra,Saturno
4380b242-f5db-4eff-b403-92282f64280e,1.46,0.67,6.5,Urano,Saturno,Marte
f4fac7d7-33cf-4de1-b9e0-3f76ab4a23bf,1.1,0.64,5.37,Marte,Urano,Saturno
eb88c49a-2d5f-477e-bfc9-7581270b452c,2.29,0.46,21.64,Júpiter,Neptuno,Tierra
b38dcf47-12a4-4539-a261-8ce2b49bbba1,2.35,0.61,12.63,Neptuno,Tierra,Saturno
08c8787a-09a3-4535-91b7-3f7227922c0b,0.94,0.43,10.17,Tierra,Neptuno,Saturno
886fd196-3b1d-48c7-bec3-67978d49b409,1.17,0.4,14.62,Neptuno,Tierra,Saturno
38149260-16fb-4e55-8bc3-0838a834b8c4,1.15,0.46,10.87,Neptuno,Tierra,Saturno
9573c385-d9d4-474c-a1be-53efb9c4f0d8,1.83,0.53,13.03,Neptuno,Tierra,Saturno
c8a70697-3c9a-49bd-af20-98d8969946f4,1.47,0.59,8.45,Urano,Saturno,Tierra
8e3f98ac-cb41-457e-99a7-ee37875f6396,2.47,0.62,12.85,Neptuno,Tierra,Saturno
d87e5b4e-79ab-408c-8b6c-40697ca65190,1.24,0.57,7.63,Urano,Saturno,Tierra
b8e52766-8d27-443c-ae08-3b16b8686637,1.23,0.63,6.2,Urano,Marte,Saturno
3f5f6a8a-2bc5-4b33-a185-c94c9f5ea2ba,2.03,0.4,25.37,Júpiter,Neptuno,Tierra
f4b1294c-3046-48e3-ace8-4f337520c6cb,1.45,0.56,9.25,Saturno,Tierra,Urano
67b96293-5025-43af-9078-b7d310a42290,2.36,0.59,13.56,Neptuno,Tierra,Saturno
6980e8f5-1cbf-400f-a3db-492b12738949,1.3,0.56,8.29,Urano,Saturno,Tierra
9621d78b-ffe9-43a9-b582-e9ffb09a9376,1.74,0.45,17.19,Neptuno,Tierra,Júpiter
2272099c-084b-4b7e-94f1-e891ff105344,1.09,0.44,11.26,Neptuno,Tierra,Saturno
9ca02848-e6bc-44fc-af62-d3e33e0bc226,2.37,0.44,24.48,Júpiter,Neptuno,Tierra
9278fa0d-8391-4cf8-98f8-87f3ea5ffee9,1.28,0.68,5.54,Marte,Urano,Saturno
a952d93f-43be-4a60-b7e8-f28a6f4be451,1.03,0.46,9.74,Tierra,Saturno,Urano
d71f8c3d-96db-413f-935f-b80b73066129,1.73,0.67,7.71,Urano,Saturno,Tierra
988c7bfb-a849-4da0-8590-d2bf4971c794,2.04,0.68,8.82,Urano,Saturno,Tierra
06183ead-0df0-491e-9b46-98da4762ee7d,2.3,0.46,21.74,Júpiter,Neptuno,Tierra
9c1fa6cb-12a2-4481-88db-dc73fb757290,1.85,0.65,8.76,Urano,Saturno,Tierra
6ec5590e-c1e1-41a6-af32-79836b253820,1.44,0.65,6.82,Urano,Saturno,Tierra
6ab9e71f-bcf0-41f4-bd55-c31d3e529ba4,0.83,0.57,5.11,Marte,Urano,Saturno
cc0de96b-beb8-416f-bc33-720698f133dd,1.9,0.46,17.96,Júpiter,Neptuno,Tierra
5b405d5a-ff5a-44d8-b26f-63e2ced8c360,1.89,0.6,10.5,Neptuno,Tierra,Saturno
1367a0c0-aa89-4e40-8842-e0f1b31fb8cc,2.23,0.58,13.26,Neptuno,Tierra,Saturno
233fe2bc-83d0-4934-97ae-d9dfa4091ca9,2.32,0.42,26.3,Júpiter,Neptuno,Tierra
26bf42f7-8244-4b80-8441-8d88dcfcc3a2,1.82,0.46,17.2,Neptuno,Tierra,Júpiter
69279081-4c26-4912-b4e9-38aa00d51287,2.14,0.4,26.75,Júpiter,Neptuno,Tierra
72fe8b95-0126-4e3a-a308-da224de0dfaf,2.04,0.58,12.13,Neptuno,Tierra,Saturno
