ID,Longitud (m),Tiempo (s),g_calculado (m/s²),Planeta más probable,2do más probable,3ro más probable
9728299e-d3bd-4735-8346-0018c1a02f5c,1.61,0.58,9.57,Tierra,Saturno,Urano
7eb3f2ac-4301-4403-ac50-bac7e7c324bc,2.34,0.59,13.44,Neptuno,Tierra,Saturno
76b0f238-ccd0-44e0-b28c-5eee34d8e593,0.98,0.57,6.03,Marte,Urano,Saturno
d172473b-e1fc-4a7e-a1fe-0b53c837a567,2.08,0.41,24.75,Júpiter,Neptuno,Tierra
f1732f20-6bc1-4d01-bfd5-f7e14b79e499,0.98,0.64,4.79,Marte,Urano,Saturno
3cd09700-38c8-455c-a4e5-088abef2c608,1.81,0.59,10.4,Tierra,Neptuno,Saturno
6bd335fb-2074-471c-aca4-02334096db25,1.89,0.62,9.83,Tierra,Saturno,Urano
10fe0481-6ecd-4026-ab1a-5d301f555b67,1.78,0.41,21.18,Júpiter,Neptuno,Tierra
4f40d929-4907-4321-b18b-6c7865b3fc98,2.13,0.6,11.83,Neptuno,Tierra,Saturno
e6fe39ba-44e4-4db2-b54b-cb7def3c9ad9,0.9,0.65,4.26,Marte,Urano,Saturno
f070082d-5cb3-4e10-bbbc-c0f02a7840c0,1.94,0.61,10.43,Neptuno,Tierra,Saturno
b329788e-5b79-4b30-8806-b0d6cbb1803c,1.88,0.64,9.18,Saturno,Urano,Tierra
04dec251-4813-409d-b9c1-2c774b044e31,2.23,0.47,20.19,Júpiter,Neptuno,Tierra
8909a4f1-1a23-47f4-869d-65ccc355e7b5,1.75,0.5,14.0,Neptuno,Tierra,Saturno
d1d31afd-10ac-48d4-a304-6629c28347b7,1.6,0.51,12.3,Neptuno,Tierra,Saturno
642985da-2442-4ed5-adaf-ba8a46873c67,2.2,0.4,27.5,Júpiter,Neptuno,Tierra
81fc203d-2202-4864-912c-d4d528309fd5,2.02,0.69,8.49,Urano,Saturno,Tierra
d23699ba-feaf-48b2-b26c-40650fb85437,0.9,0.42,10.2,Tierra,Neptuno,Saturno
0d326328-f846-4e38-8787-632eb25f8d54,1.25,0.61,6.72,Urano,Saturno,Marte
be2020c3-3668-400a-a937-9ead80ee15cb,2.17,0.58,12.9,Neptuno,Tierra,Saturno
6385481d-87dd-41df-97cf-526ccc403df4,0.94,0.53,6.69,Urano,Saturno,Marte
7af729d7-d637-4cec-b8aa-f67fbf098721,1.82,0.4,22.75,Júpiter,Neptuno,Tierra
f5a3e344-baf7-449e-bea7-996c203e0142,2.12,0.48,18.4,Júpiter,Neptuno,Tierra
bf923901-952e-42dc-8984-1acd4118dbcd,1.62,0.69,6.81,Urano,Saturno,Tierra
8b64bcf2-6e11-4c82-939c-2a80b611782e,2.49,0.42,28.23,Júpiter,Neptuno,Tierra
5dbfe2c8-a18e-46a0-a9e8-eb6ef3fbae59,2.25,0.49,18.74,Júpiter,Neptuno,Tierra
602638f2-b76c-4e1a-bc22-5c6e290a3c01,2.16,0.49,17.99,Júpiter,Neptuno,Tierra
fbe8731f-313d-418b-aafa-2c2acdf1d999,1.12,0.52,8.28,Urano,Saturno,Tierra
15f3ca3e-db81-47dd-8888-5cf7aefb21c7,1.38,0.52,10.21,Tierra,Neptuno,Saturno
929cfe1a-bfbb-4035-ab40-8fd16b7bd9aa,1.05,0.49,8.75,Urano,Saturno,Tierra
00a184c5-4668-419a-aed1-4361a0ad404c,1.96,0.52,14.5,Neptuno,Tierra,Saturno
f300dd7d-0f83-4cad-be5e-4a11d7fc5304,0.87,0.61,4.68,Marte,Urano,Saturno
19e3e840-fa64-480d-8ddb-bd0e2e18210d,0.99,0.53,7.05,Urano,Saturno,Tierra
6f060b8c-d6ad-4132-8f04-781efbf27e3d,2.24,0.51,17.22,Neptuno,Tierra,Júpiter
b6549164-2f8b-45a8-82aa-65637c094402,0.83,0.56,5.29,Marte,Urano,Saturno
6b355be2-849b-4e14-bbf8-d8af256aa215,1.34,0.45,13.23,Neptuno,Tierra,Saturno
ab538a8d-5cbd-4138-8953-dbe1a1bc3d5b,2.26,0.6,12.56,Neptuno,Tierra,Saturno
8264c1ab-5abc-4919-8717-a276a0ebd4c7,2.13,0.43,23.04,Júpiter,Neptuno,Tierra
1c27b823-d94e-4adb-a352-edc1be538603,1.85,0.43,20.01,Júpiter,Neptuno,Tierra
4ad28a1c-6ec3-488d-8a2d-97c03500cd86,1.9,0.56,12.12,Neptuno,Tierra,Saturno
1d014af8-44ad-4261-90b5-8c03e5fca038,2.47,0.51,18.99,Júpiter,Neptuno,Tierra
521ae44f-44d4-4a4d-92fc-f51d4ef7f413,1.58,0.68,6.83,Urano,Saturno,Tierra
86807d5b-24be-4fdd-a919-dacaa8580d1a,1.21,0.47,10.96,Neptuno,Tierra,Saturno
2fc380a2-201c-4daf-824a-b965aaef2d69,0.91,0.59,5.23,Marte,Urano,Saturno
40fb42b7-af69-407b-b111-83dee18e596c,1.51,0.54,10.36,Tierra,Neptuno,Saturno
5882b4b2-6809-454a-a496-366a165e4cf3,1.78,0.43,19.25,Júpiter,Neptuno,Tierra
ce6ac088-6c32-4e4b-9fbc-9b928fe06117,0.98,0.53,6.98,Urano,Saturno,Tierra
9985344d-48bf-48fd-af9c-6a5852cd01e8,1.2,0.46,11.34,Neptuno,Tierra,Saturno
480d929e-a7fa-4f10-871d-0d52f7061bdc,1.09,0.45,10.77,Neptuno,Tierra,Saturno
e6e22db3-0683-4142-be90-0334d1601518,1.83,0.52,13.54,Neptuno,Tierra,Saturno
a840571c-94ac-4792-a116-d5041fc6fb96,2.18,0.44,22.52,Júpiter,Neptuno,Tierra
0933665a-cb18-4f83-9965-f590025a425f,2.41,0.68,10.42,Neptuno,Tierra,Saturno
21f937be-db4b-40e1-bab7-61c614b3c851,1.0,0.47,9.05,Saturno,Urano,Tierra
c9dd1852-6781-4814-9afc-58325e98caa5,2.06,0.6,11.44,Neptuno,Tierra,Saturno
b19afc7a-51a1-4fd9-84e7-6a9098ee5c1d,2.12,0.61,11.39,Neptuno,Tierra,Saturno
50c56f8b-dfd8-49df-ad54-348cd9aa80c3,2.0,0.54,13.72,Neptuno,Tierra,Saturno
bd28e7ec-db78-4a36-9f5a-229c386983d3,1.84,0.48,15.97,Neptuno,Tierra,Saturno
7524ea35-5432-4f5c-b4cb-6331f698bd5c,1.11,0.63,5.59,Marte,Urano,Saturno
41902e6a-6000-4899-992c-f1967bdaf5df,1.71,0.61,9.19,Saturno,Urano,Tierra
983fb6ea-67f3-4205-8b0c-1341efe4c35a,2.07,0.7,8.45,Urano,Saturno,Tierra
9a26fd6e-6b89-44d2-823a-3cc5b2f934b8,1.49,0.54,10.22,Tierra,Neptuno,Saturno
5528d7ff-9668-42c5-90c9-11b1c6d81e77,1.44,0.59,8.27,Urano,Saturno,Tierra
826c21f6-66d6-4db5-9268-2ee517781ec9,1.27,0.55,8.4,Urano,Saturno,Tierra
09653550-c08e-4130-aad9-b189c36f8259,2.3,0.44,23.76,Júpiter,Neptuno,Tierra
8b181d93-9b13-4959-8263-4b54da2072f1,2.27,0.55,15.01,Neptuno,Tierra,Saturno
c162b611-8560-422e-b3b9-1f24202e1249,2.16,0.46,20.42,Júpiter,Neptuno,Tierra
cbebc984-1f6c-4610-a070-a3a45f0adc94,0.8,0.66,3.67,Marte,Urano,Saturno
d786b68f-912e-4182-8ac1-7eeaaf11694c,1.67,0.69,7.02,Urano,Saturno,Tierra
fc4c8dfa-1a26-43a8-bf08-07432383d2b7,1.35,0.66,6.2,Urano,Marte,Saturno
208ef515-4f9d-4b76-b7ba-31626a4227ed,1.58,0.68,6.83,Urano,Saturno,Tierra
bbfa2b43-88f4-4fa0-8bb6-6807842005ca,2.43,0.54,16.67,Neptuno,Tierra,Saturno
9a19ed89-7f24-4685-bfc9-7d41ff4cc313,2.2,0.43,23.8,Júpiter,Neptuno,Tierra
8af644d3-b2f8-4f5a-ac89-ae581dd662e7,1.25,0.56,7.97,Urano,Saturno,Tierra
8f60b4df-0c99-47e5-8234-1e52c0881cbd,1.1,0.68,4.76,Marte,Urano,Saturno
352e98f4-5dd1-4a07-b6cf-8dbc53ebe704,1.3,0.43,14.06,Neptuno,Tierra,Saturno
2ac8100b-24be-4e7a-8640-fed5e7366b26,1.85,0.42,20.98,Júpiter,Neptuno,Tierra
e22874d3-3869-48fd-a52f-aa0e1e951af0,0.99,0.42,11.22,Neptuno,Tierra,Saturno
2f8a038e-ac86-41b3-a9cf-a7b4c4fa567f,0.85,0.63,4.28,Marte,Urano,Saturno
6c619243-184b-4f41-b9f8-ce561506b9d8,2.14,0.45,21.14,Júpiter,Neptuno,Tierra
cf4f2d00-27b7-4cc3-bd69-7741a3fd4861,0.88,0.59,5.06,Marte,Urano,Saturno
ae7316b8-7671-4f86-8d8d-4c628a218545,2.06,0.44,21.28,Júpiter,Neptuno,Tierra
046b395f-37d5-4f5d-8911-303311267c13,1.67,0.55,11.04,Neptuno,Tierra,Saturno
10d01409-2cd1-42f3-9500-de03ca575f6b,1.08,0.51,8.3,Urano,Saturno,Tierra
2931fe43-5af4-4378-95c2-f42c5146a6bf,2.09,0.65,9.89,Tierra,Saturno,Neptuno
6aa35b8e-9a24-4105-b189-f3b3ecf29a07,1.31,0.41,15.59,Neptuno,Tierra,Saturno
0632107c-09b4-4ca7-8e75-24f937893bae,2.29,0.55,15.14,Neptuno,Tierra,Saturno
4349cdf9-065e-486b-87b9-b9267033c4e4,2.21,0.65,10.46,Neptuno,Tierra,Saturno
8c76c9d1-818e-4ff3-bf60-5be9e2b653fa,1.33,0.69,5.59,Marte,Urano,Saturno
87622c13-94f8-4b06-a627-8b4369c725ed,1.91,0.44,19.73,Júpiter,Neptuno,Tierra
769585a4-61d2-40aa-b6fc-8ab54449be82,2.22,0.48,19.27,Júpiter,Neptuno,Tierra
252aa1e0-f6b8-4b0d-830b-41da2a7c8e1b,1.8,0.59,10.34,Tierra,Neptuno,Saturno
df75e799-5be9-4662-8693-24ba66b3fb41,1.38,0.44,14.26,Neptuno,Tierra,Saturno
a0f5b429-bf05-467d-87fc-4099ee7a54b9,2.19,0.65,10.37,Tierra,Neptuno,Saturno
c6cb8c21-7be9-47ce-8d44-65b85f4983aa,1.47,0.45,14.52,Neptuno,Tierra,Saturno
1e81f6c8-00ba-47d9-a173-b266053f57ef,1.6,0.5,12.8,Neptuno,Tierra,Saturno
7208daa7-977e-4e15-86b2-4cb30c0659e9,1.44,0.51,11.07,Neptuno,Tierra,Saturno
b4dfeb8f-49f5-470e-95f4-8b56c07d36f6,1.5,0.67,6.68,Urano,Saturno,Marte
60f18e56-db63-408f-b7a2-214dc8288148,1.97,0.44,20.35,Júpiter,Neptuno,Tierra
d8544d58-2f70-45b8-a244-58e52bb9de4f,2.48,0.63,12.5,Neptuno,Tierra,Saturno
5fe5f142-3b54-4ba0-b548-aa9cefc7a54f,2.15,0.56,13.71,Neptuno,Tierra,Saturno
2a34c604-df63-481a-9ed2-e592ee243d31,1.45,0.46,13.71,Neptuno,Tierra,Saturno
2d681102-2112-48f1-8fe8-6bf8a6fc4a53,1.99,0.6,11.06,Neptuno,Tierra,Saturno
881004a4-b63c-4850-8c1f-9ed843eee33d,1.48,0.46,13.99,Neptuno,Tierra,Saturno
68125f1b-1d99-49f8-8ba6-9e8ea9103b5e,0.96,0.49,8.0,Urano,Saturno,Tierra
118fcc49-086b-4f11-9ae5-7f3fd83d6e18,2.1,0.53,14.95,Neptuno,Tierra,Saturno
49f7c829-2956-46ab-bf2a-c57c886106ae,2.46,0.65,11.64,Neptuno,Tierra,Saturno
fd5d856f-7466-4174-b0d1-1a6d59cd80d8,2.41,0.65,11.41,Neptuno,Tierra,Saturno
5f79e678-32d6-4374-abfd-8e19a8468dab,1.01,0.62,5.25,Marte,Urano,Saturno
5c7b0b25-f69f-4546-ad29-6ef09a9283a5,1.01,0.41,12.02,Neptuno,Tierra,Saturno
f82c5915-609b-4ff6-ad08-ee4b659b17d8,2.26,0.46,21.36,Júpiter,Neptuno,Tierra
deb1d518-01b5-4a39-93cf-5c7b6ac8df9d,1.84,0.51,14.15,Neptuno,Tierra,Saturno
dbc70a66-1dd4-4972-a8f6-8c4f78f44695,1.82,0.58,10.82,Neptuno,Tierra,Saturno
eb6d67e1-050e-47ca-b679-75cc787e50e8,1.55,0.52,11.46,Neptuno,Tierra,Saturno
78fbad7f-6e76-4439-85c0-c5bc0e4ae96d,1.51,0.43,16.33,Neptuno,Tierra,Saturno
7c19bdbf-ad08-4194-af60-674e26ab1fe6,1.29,0.52,9.54,Tierra,Saturno,Urano
89adb896-a94a-44fa-a0c2-de8785390ebc,2.0,0.46,18.9,Júpiter,Neptuno,Tierra
71a88ad5-6c85-487c-a179-deee3bcb0af3,1.86,0.63,9.37,Saturno,Tierra,Urano
af843b05-7277-4df5-8aa3-ac1d3352d04b,1.04,0.61,5.59,Marte,Urano,Saturno
fc7b27f6-38ef-445b-a0ce-9a262e75d0ce,1.0,0.41,11.9,Neptuno,Tierra,Saturno
61e8b24b-99aa-404d-9a5b-09a717946cb5,2.3,0.63,11.59,Neptuno,Tierra,Saturno
d07d2036-ac7a-4a4d-a921-c4c4ff77daf5,1.68,0.52,12.43,Neptuno,Tierra,Saturno
d1d37d09-09e2-4f23-a43f-96753aa2e438,2.48,0.64,12.11,Neptuno,Tierra,Saturno
3c7d863d-aa55-4a74-9da5-64e714e76d78,2.37,0.68,10.25,Tierra,Neptuno,Saturno
c25e87fb-e563-4bb3-a7a1-f5a10334f87b,1.09,0.66,5.0,Marte,Urano,Saturno
165dc773-52c5-41e9-ac5e-447060c38d7b,1.12,0.58,6.66,Urano,Saturno,Marte
a5eb00ed-f083-4b73-87b1-1f1348c3a6cd,1.6,0.54,10.97,Neptuno,Tierra,Saturno
75fd192b-c8d9-412b-939e-df45b5930ceb,0.95,0.51,7.3,Urano,Saturno,Tierra
9f40c43d-12cd-4f06-99bb-33b86783d14c,1.07,0.69,4.49,Marte,Urano,Saturno
9c81cbe1-2f22-458a-88f9-490b70e34f1b,2.01,0.53,14.31,Neptuno,Tierra,Saturno
3cdc3bcb-d85c-416f-b051-c8f70d1a5e7c,1.03,0.43,11.14,Neptuno,Tierra,Saturno
f06fd04a-90ef-46ca-b357-49ef769c37d9,1.94,0.65,9.18,Saturno,Urano,Tierra
1fd8ff73-9ee0-4580-9c10-6f079bef3fba,1.03,0.63,5.19,Marte,Urano,Saturno
cad75763-b73f-4b1c-ac67-14aa6f92948c,2.42,0.64,11.82,Neptuno,Tierra,Saturno
6a636060-2269-4ced-a2d0-897817f905f7,1.12,0.64,5.47,Marte,Urano,Saturno
6b55a5aa-13c7-4933-a707-92b321dde4ba,0.93,0.55,6.15,Marte,Urano,Saturno
d9370a5e-1171-4eb2-97c3-a4ede22d8305,1.76,0.47,15.93,Neptuno,Tierra,Saturno
8a4a039b-531b-4e81-ba21-c0aef457e1e7,2.36,0.47,21.37,Júpiter,Neptuno,Tierra
48ffa5eb-35e2-4c52-a77d-5c491e50553a,2.31,0.58,13.73,Neptuno,Tierra,Saturno
cd032e3f-d4ca-4b12-b427-3dc903328cf0,1.2,0.68,5.19,Marte,Urano,Saturno
b80b520f-ed2e-4b10-84bf-33f3a13b61d0,0.88,0.69,3.7,Marte,Urano,Saturno
d5c46fb7-6425-4586-a523-5f54147de426,1.96,0.55,12.96,Neptuno,Tierra,Saturno
f009391b-a454-45b7-a5fb-2899334be6c3,1.08,0.67,4.81,Marte,Urano,Saturno
fb0fa85f-b6d6-4df0-9653-e6feabfc7b2a,2.33,0.43,25.2,Júpiter,Neptuno,Tierra
e7977c06-7768-4f2d-b7ea-109bb4736b37,1.64,0.68,7.09,Urano,Saturno,Tierra
ff82e86d-5e5d-4163-b14d-91440c6a32f6,2.48,0.55,16.4,Neptuno,Tierra,Saturno
198bfa6e-ba97-47c4-9b42-96ff9493bd65,2.19,0.47,19.83,Júpiter,Neptuno,Tierra
352f4509-8191-4741-8781-0f22512366f7,1.97,0.5,15.76,Neptuno,Tierra,Saturno
b5c20a34-504f-4d58-a58a-6d89b0caa615,1.16,0.44,11.98,Neptuno,Tierra,Saturno
f9dbc69b-f1fd-4cd9-9b81-1bf4bcfccf62,2.06,0.54,14.13,Neptuno,Tierra,Saturno
32c162bd-e184-4e72-b9e6-356be7f97cf6,1.02,0.48,8.85,Saturno,Urano,Tierra
19631fd8-1531-4a54-9dcf-3e5a923c166d,1.95,0.45,19.26,Júpiter,Neptuno,Tierra
f1a55bd6-6d61-4011-8cfa-1a388215411f,1.14,0.56,7.27,Urano,Saturno,Tierra
de3242a8-9a12-4d1b-81ae-6b502d8f3b95,1.47,0.49,12.24,Neptuno,Tierra,Saturno
10a178e7-c16d-44b1-a7ef-d3b29b04a58b,1.63,0.62,8.48,Urano,Saturno,Tierra
0bae6d96-8f8b-4a5a-a3ba-7b457b120883,1.47,0.68,6.36,Urano,Saturno,Marte
16870ccc-f587-4394-8abc-f55f904f9a48,1.32,0.55,8.73,Urano,Saturno,Tierra
e746e0cf-27e9-4922-9469-704ba0dc5294,1.15,0.61,6.18,Marte,Urano,Saturno
2583179e-1240-4bd0-b893-2b473c290c4c,2.39,0.41,28.44,Júpiter,Neptuno,Tierra
0b156236-f937-46df-b37f-a280963088a1,2.19,0.46,20.7,Júpiter,Neptuno,Tierra
08cdd9ca-c460-47cb-8be2-1e6774f6353d,0.91,0.65,4.31,Marte,Urano,Saturno
8054b491-95b1-4184-bce2-e357f67b60f3,1.86,0.6,10.33,Tierra,Neptuno,Saturno
a207fcfe-9cc8-4e02-b67c-84a31364540f,2.44,0.43,26.39,Júpiter,Neptuno,Tierra
ba9eef9c-ba52-47ce-b9c9-8805d6a96258,0.91,0.68,3.94,Marte,Urano,Saturno
8085dd28-b7df-4a10-a90f-dea4992ebb20,0.86,0.66,3.95,Marte,Urano,Saturno
80699010-a0c7-40ab-b7d5-a28440ec1850,2.15,0.59,12.35,Neptuno,Tierra,Saturno
3cf8312f-f89d-435e-998f-4807326d83f6,1.84,0.64,8.98,Saturno,Urano,Tierra
2593f46a-1e08-46c4-8cea-283d87b98e28,1.33,0.59,7.64,Urano,Saturno,Tierra
57585f06-5b3c-4f59-a0fd-b055ec090721,1.15,0.7,4.69,Marte,Urano,Saturno
8e7b0b90-4ace-435e-ba69-c591a4470fa0,1.8,0.51,13.84,Neptuno,Tierra,Saturno
ad59caab-7da5-4dca-af92-28d39be00116,2.35,0.44,24.28,Júpiter,Neptuno,Tierra
3513fc6b-58b8-426b-91c8-5d20d760de60,2.08,0.64,10.16,Tierra,Neptuno,Saturno
6c2d2a55-d51b-4d97-a317-4df8ce3fcfa9,1.49,0.5,11.92,Neptuno,Tierra,Saturno
17237e65-6c84-4434-845d-838418864810,1.2,0.52,8.88,Saturno,Urano,Tierra
f722b43f-7044-41f5-99e9-d7a25db70f6b,1.58,0.51,12.15,Neptuno,Tierra,Saturno
4fb6ae46-bb8c-4735-84d4-a809eb992cf4,0.99,0.56,6.31,Urano,Marte,Saturno
c418b36d-cb39-4d43-be5a-ea775f5a82fa,2.15,0.62,11.19,Neptuno,Tierra,Saturno
8b2ede1b-a098-4220-a8eb-9140bfde0380,2.45,0.53,17.44,Neptuno,Júpiter,Tierra
45268e3f-a759-4b83-a7f3-ec5fc0d39fd2,2.38,0.56,15.18,Neptuno,Tierra,Saturno
e8aea226-c126-4a6b-a6e4-c47ac2ed5de3,1.54,0.43,16.66,Neptuno,Tierra,Saturno
c7c3de5a-7f15-44d5-9327-ba232254764d,2.49,0.66,11.43,Neptuno,Tierra,Saturno
256089c9-6c09-4ef2-bc2a-97e2403ceab5,2.07,0.7,8.45,Urano,Saturno,Tierra
a60163d5-d75b-4421-a677-ee2d6e00b424,2.04,0.4,25.5,Júpiter,Neptuno,Tierra
0470cca1-4114-456f-aeb2-c81665717790,1.59,0.52,11.76,Neptuno,Tierra,Saturno
94f781a4-b53a-46a8-b844-32ee4e5efe7f,2.28,0.42,25.85,Júpiter,Neptuno,Tierra
51742e8d-fc4b-4bde-aa8f-c181065ff322,2.0,0.46,18.9,Júpiter,Neptuno,Tierra
8907f288-2e4f-4205-b48e-6d05ad6972af,1.42,0.69,5.97,Marte,Urano,Saturno
b181fcea-638d-4729-91f7-7e4c56066848,1.52,0.65,7.2,Urano,Saturno,Tierra
a81ef38a-a4f2-48f3-ad8d-e7741791039d,1.97,0.63,9.93,Tierra,Saturno,Neptuno
b0444610-1b9f-457e-b4df-e945285ba929,0.98,0.61,5.27,Marte,Urano,Saturno
e270005c-8d5a-4aaf-8c6d-73c4da0d9c56,1.67,0.44,17.25,Neptuno,Tierra,Júpiter
bb0c3320-734f-4413-9fc9-a969e635c2e5,1.29,0.48,11.2,Neptuno,Tierra,Saturno
97f6d9e9-d211-47e5-90c3-97a292dfc8ad,1.33,0.5,10.64,Neptuno,Tierra,Saturno
30bd33e3-db2a-4eb5-94f5-dc5142f5083a,2.25,0.65,10.65,Neptuno,Tierra,Saturno
aebee80a-dc9b-4f7f-9602-2d9caa6651a6,2.35,0.42,26.64,Júpiter,Neptuno,Tierra
2b6c024d-9591-40ec-b278-56b954715740,1.38,0.7,5.63,Marte,Urano,Saturno
952184fc-1667-49fb-9016-6efb81de779b,2.13,0.63,10.73,Neptuno,Tierra,Saturno
4dcf681d-52ad-427a-a538-f830b1193644,1.75,0.42,19.84,Júpiter,Neptuno,Tierra
a2f94560-bd51-4db6-bb69-4be9fd157108,2.27,0.47,20.55,Júpiter,Neptuno,Tierra
1377a261-07a0-4305-8f50-45c682e13d50,1.11,0.62,5.78,Marte,Urano,Saturno
40ead21f-9708-4277-b26f-5b43dcb9dd7f,1.77,0.58,10.52,Neptuno,Tierra,Saturno
efde77a9-ecc5-429f-91e6-cb1e7b3c88e3,1.69,0.48,14.67,Neptuno,Tierra,Saturno
7285691e-b788-4aef-b2cc-68aa44d5d245,1.52,0.56,9.69,Tierra,Saturno,Urano
42119c56-eedd-4ffb-8cd0-c47ff7abd6bb,0.87,0.45,8.59,Urano,Saturno,Tierra
3f4366f0-bdec-472f-b910-78887a3a6d53,1.36,0.54,9.33,Saturno,Tierra,Urano
5ad36300-05c9-4338-8a4b-112e84b43385,1.4,0.51,10.77,Neptuno,Tierra,Saturno
